Category	Keyword	Web_Page_URL	Tweet_Website	Author_Name	Author_Web_Page_URL	Tweet_Timestamp	Tweet_Content	Tweet_Image_URL	Tweet_Video_URL	Tweet_AD	Tweet_Number_of_Reviews	Tweet_Number_of_Retweets	Retweets	Tweet_Number_of_Likes	Likes	Tweet_Number_of_Looks	looks	Impressions
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Dheerajvarma213/status/1732701737440694299	Dheeraj varma	https://twitter.com/Dheerajvarma213	12/7/23	Day 3/4This is my day #nifty50 #NiftyBank #finnifty #expiry #volatility #stocks #stockmarkets #ShareMarket #sharemarketindia #niftyOptions #OptionsTrading #Optionselling #GTA6trailer #RevanthAnna #fintwit #RevanthForTelanganaCM #TATAPOWER #TelanganaCongress	https://pbs.twimg.com/media/GAvLCzia0AAP1Gx?format=jpg&name=small	https://twitter.com/Dheerajvarma213/status/1732701737440694299	FALSE				6	6	106.00	10600	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/HelenaCLeurent/status/1732693459134214258	Helena Leurent	https://twitter.com/HelenaCLeurent	12/7/23	Christine ⁦@cenfri_org⁩ shares how even in the most advanced of low and middle income countries, achieving resilience and fair consumer outcomes in #digital #finance is an elusive target	https://pbs.twimg.com/media/GAvDfkGXgAALfBm?format=jpg&name=small	https://twitter.com/HelenaCLeurent/status/1732693459134214258	FALSE		3	3	3	3	97.00	9700	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/FriggEco/status/1732384094632231055	Frigg.eco	https://twitter.com/FriggEco	12/6/23	We've just announced that we're inviting to early sign-ups for our #sustainable #finance platform.It’s a first step towards a full go live early next year.Link to Press Release and Sign up	https://pbs.twimg.com/media/GAqplHoXkAIGAJv?format=jpg&name=small	https://twitter.com/FriggEco/status/1732384094632231055	FALSE	3	2	2	4	4	98.00	9800	6.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/CrackRockHeavy/status/1732443718521639007	NewLaRNReload	https://twitter.com/CrackRockHeavy	12/6/23	$RYCEY Now at 3.64. Slow and steady #stocks #rycey #stockmarket not a #stonk #NuclearEnergy #invest		https://twitter.com/CrackRockHeavy/status/1732443718521639007	FALSE		2	2	4	4	185.00	18500	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/AstonCBP/status/1732695240857804983	Centre for Business Prosperity	https://twitter.com/AstonCBP	12/7/23	Is the weather really miserable where you are? Do you want to daydream about #Panama without the guilt of procrastination? @IB_Prof_Aston @Yama_Temouri and @caozchris have a blog for youThe #finance curse and the #Panamapapers#taxhavens #tourism	https://pbs.twimg.com/card_img/1732693608443056128/h6iN_NK3?format=png&name=small	https://twitter.com/AstonCBP/status/1732695240857804983	FALSE	1	3	3	3	3	27.00	2700	6.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Mazifinancial/status/1732686036449300877	Mazi FinanceReload	https://twitter.com/Mazifinancial	12/7/23	Mazi Finance Daily Financial News 07 12 2023Oil prices fall on China concerns#dailynews #markets #news #signals #stocks #target #improve #rise #high #follow #update		https://twitter.com/Mazifinancial/status/1732686036449300877	FALSE		1	1	5	5	88.00	8800	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/PixelHero_AIS/status/1732323032881045808	Pixel Hero	https://twitter.com/PixelHero_AIS	12/6/23	The latest Coinbase sale by ARK is one of its largest daily COIN sales in 2023, third only to two massive sales in July.https://cointelegraph.com/news/ark-dumps-33-million-coinbase-stock…#PixelHero #Binance #Crypto #Finance #DeFi #Bitcoin	https://pbs.twimg.com/card_img/1732320478910427136/7hU-082E?format=jpg&name=small	https://twitter.com/PixelHero_AIS/status/1732323032881045808	FALSE				6	6	38.00	3800	6.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/kirprensesoez/status/1730595004098204119	Kırprenses	https://twitter.com/kirprensesoez	12/1/23	Got a little money now though #MONEY #moneyslave #moneyslaves	https://pbs.twimg.com/card_img/1730594881272205312/ixYYQBtX?format=jpg&name=240x240	https://twitter.com/kirprensesoez/status/1730595004098204119	FALSE	6			6	6	190.00	19000	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/johnnykrypto00/status/1731335719317127549	Johnny Krypto	https://twitter.com/johnnykrypto00	12/3/23	#Crypto ALERT The #SmartMoney has now moved into #bitcoin Are ready to start selling the news or are u a hodler? #btcetf $btc #finance #CryptoCommunity#cryptocurrencies #money	https://pbs.twimg.com/card_img/1731005339171196928/AqN5b1-B?format=jpg&name=small	https://twitter.com/johnnykrypto00/status/1731335719317127549	FALSE	4	1	1	5	5	840.00	84000	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/plutomatrix_io/status/1730874532343202183	PLUTO- The BNB HunterReload	https://twitter.com/plutomatrix_io	12/2/23	Dreaming of #financial #freedom?Join the #Pluto First 100% Decentralized Co-Matrix smart contract Project.The Future of #Finance is Here...Explore Now https://plutomatrix.io		https://twitter.com/plutomatrix_io/status/1730874532343202183	FALSE	4	2	2	4	4	248.00	24800	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/VetBizResources/status/1732083197230334308	VETBIZ RESOURCES	https://twitter.com/VetBizResources	12/5/23	How to Visit National Parks for Free in 2024 https://nerdwallet.com/article/travel/free-national-park-days-2024… #money #finance #Veterans@NerdWallet	https://pbs.twimg.com/card_img/1732083201286258688/CkxL3TMy?format=jpg&name=small	https://twitter.com/VetBizResources/status/1732083197230334308	FALSE		3	3	3	3	10.00	1000	6.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Greatstockpix/status/1731863743477215351	Great Stockpix (Day Trader)	https://twitter.com/Greatstockpix	12/5/23	This $METC chart is getting pretty!#stocks #daytrading #daytrader #stockmarket	https://pbs.twimg.com/media/GAjQ5TKWUAE2tl2?format=jpg&name=small	https://twitter.com/Greatstockpix/status/1731863743477215351	FALSE	2	2	2	4	4	1.3K	13000	6.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/BeginnerTrades/status/1732510270130459119	Beginner TradingReload	https://twitter.com/BeginnerTrades	12/6/23	Waiting for C3AI earnings to be reported - getting late... #c3ai #AI #earnings #stocks		https://twitter.com/BeginnerTrades/status/1732510270130459119	FALSE				6	6	717.00	71700	6.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Ali_Alkan/status/1731932709910413482	Ali Alkan	https://twitter.com/Ali_Alkan	12/5/23	#KNIME for #Finance – Bank Reconciliation Understand #financial performance with #account reconciliation Generate a bank #reconciliation statement from #cash book and #bank statements Build a shareable #data #app to select custom time periods	https://pbs.twimg.com/card_img/1731689820164857856/aurzKhxb?format=jpg&name=small	https://twitter.com/Ali_Alkan/status/1731932709910413482	FALSE	1	3	3	3	3	219.00	21900	6.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Mazifinancial/status/1732687157192495255	Mazi FinanceReload	https://twitter.com/Mazifinancial	12/7/23	Daily Markets - Mazi Finance - 07.12.2023#dailynews #markets #news #signals #stocks #target #improve #rise #high #follow #update		https://twitter.com/Mazifinancial/status/1732687157192495255	FALSE	1	1	1	4	4	55.00	5500	5.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/techyyG/status/1732426810691088428	Glory	https://twitter.com/techyyG	12/6/23	1/In your pursuit for financial freedom, what are the life lessons you should abide by?#finance @DreemFlare		https://twitter.com/techyyG/status/1732426810691088428	FALSE	2	2	2	3	3	27.00	2700	5.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/RARESKINNFT/status/1732356375089467407	NatureorderNatureorder	https://twitter.com/RARESKINNFT	12/6/23	I am not your regular gem finder... #RWA #finance #KucoinGem Up next is #ACQ $ACQ @Acquire_Fi. The print will be massive.	https://pbs.twimg.com/media/GAqQ8SbXgAAIQBW?format=jpg&name=900x900;https://pbs.twimg.com/profile_images/1515859527626809347/sCrierrX_mini.jpg;https://pbs.twimg.com/media/GAQM9Y1XcAA27KD?format=jpg&name=240x240	https://twitter.com/RARESKINNFT/status/1732356375089467407	FALSE		1	1	4	4	280.00	28000	5.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/RepeatTravels/status/1732060722010665460	Budget Traveler	https://twitter.com/RepeatTravels		Anyone invest in Opendoor ? $OPENI never hear about them anymore. But if you bought at $1 you could have 3.5x. #stocks #opendoor #RealEstate	https://pbs.twimg.com/media/GAmDntpbcAA_bgd?format=jpg&name=small	https://twitter.com/RepeatTravels/status/1732060722010665460	FALSE	2			5	5	445.00	44500	5.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Smart_Ledger/status/1732485528321196243	SmartLedger Solutions	https://twitter.com/Smart_Ledger	12/6/23	Check out SmartLedger (https://smartledger.solutions) Premier blockchain development firm Innovative solutions in #cybersecurity, #finance, #healthcare, and more! Let us help you leverage blockchain's transformative potential. #TrustTheBlockchain #SmartLedgerTeam		https://twitter.com/Smart_Ledger/status/1732485528321196243	FALSE		1	1	4	4	73.00	7300	5.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Robert41329413/status/1732369063069012136	Robert	https://twitter.com/Robert41329413	12/6/23	#uranium #stocks $PTU Purepoint news release on the Junior Mining network... Purepoint upsizes private placement of flow through shares...	https://pbs.twimg.com/card_img/1731402500341653504/6Cf369IM?format=jpg&name=240x240	https://twitter.com/Robert41329413/status/1732369063069012136	FALSE	1			5	5	435.00	43500	5.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/geetanjali9198/status/1732355726155354494	geetanjali	https://twitter.com/geetanjali9198	12/6/23	Want to maximize your profits with minimal effort and by predefined strategy just go with @quant_power for better trading experiencehttps://quantpower.tech/verified-pnl/pnl-23DEC06-977721…#QuantPowerVerifiedPnl#stockmarket #stocks #investing #trading #investment #money #finance #invest #nifty #sharemarket	https://pbs.twimg.com/card_img/1732353749182746624/zbEbABZP?format=jpg&name=small	https://twitter.com/geetanjali9198/status/1732355726155354494	FALSE		2	2	3	3	58.00	5800	5.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/ensorsale/status/1731983244357222767	ensorsaleReload	https://twitter.com/ensorsale	12/5/23	There are short, medium, and long term investments. Which one you are in is based on cycles and not on liquidity. Being broke should not be your motivation to keep grinding either! #invest #assets #stocks #realestate		https://twitter.com/ensorsale/status/1731983244357222767	FALSE		2	2	3	3	59.00	5900	5.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/ChurpyInc/status/1731609470411669953	Churpy Inc	https://twitter.com/ChurpyInc	12/4/23	Monday blues getting to you on how to improve your business's working capital and cash flow? Dive into this read and overcome financial latencyhttps://linkedin.com/feed/update/urn:li:activity:7137373262388305921…#Finance #supplychain	https://pbs.twimg.com/card_img/1731609357320650752/H5DfM-Ar?format=png&name=small	https://twitter.com/ChurpyInc/status/1731609470411669953	FALSE		2	2	3	3	53.00	5300	5.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/LaLALIS05479064/status/1732696045891498073	Lis	https://twitter.com/LaLALIS05479064	12/7/23	Lilies if we work hard Lisa can become the first Kpop soloist to reach one billion on YouTube with the dance performance of MONEY. We're far from Solo's views but Money's views are growing faster, so let's give it our all!#LISA #LALISA #MONEY		https://twitter.com/LaLALIS05479064/status/1732696045891498073	FALSE		1	1	3	3	125.00	12500	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/acm_finance_/status/1732671664171737157	acm_financeReload	https://twitter.com/acm_finance_	12/7/23	⁣Crypto-fans listen up!Each participant receives 1 acm token and has the chance to win an additional 70 acm tokens in the raffle!Open todays advent calendar door either on our Instagram or under this link: https://tuerchen.app/acm-Adventskalender… #fintech #crypto #finance #giveaway		https://twitter.com/acm_finance_/status/1732671664171737157	FALSE	1	1	1	3	3	38.00	3800	4.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/wecashcoin/status/1732621019997958337	WeCash	https://twitter.com/wecashcoin	12/7/23	$wch digital money#future #digital #money #cryptocurrency #masternode #coin #PoS #Staking	https://pbs.twimg.com/media/GAuBTW0bsAA_F_I?format=jpg&name=small	https://twitter.com/wecashcoin/status/1732621019997958337	FALSE	2	2	2	2	2	226.00	22600	4.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/MrCoolg41374438/status/1732364508629221569	Mr Coolguy	https://twitter.com/MrCoolg41374438	12/6/23	$CMND swing shorts stuck on this one hence why it's holding so well #tradeideas #stocks #stockmarket	https://pbs.twimg.com/card_img/1732050377565188096/Y5QscWVE?format=png&name=small	https://twitter.com/MrCoolg41374438/status/1732364508629221569	FALSE	1	1	1	3	3	194.00	19400	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/ForcesChildScot/status/1732668575746334923	Forces Children ScotlandReload	https://twitter.com/ForcesChildScot	12/7/23	Exciting news! Our Future Transactions #podcasts will help #families leaving the #armedforces prepare for civilian life when it comes to #finance. Coming soon - A podcast with @fastforwardorg about #gambling and how it can affect resources, relationships, and health.		https://twitter.com/ForcesChildScot/status/1732668575746334923	FALSE		1	1	3	3	62.00	6200	4.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/eyesofmaya/status/1732702891138564386	Kartik SrinivasanKartik Srinivasan	https://twitter.com/eyesofmaya	12/7/23	T-410 - Update - #skipper Exit Entire Position @ 241.90Exit Reasons - Initial SLPortfolio Loss - 0.77% in 17 Days(32/20) of Series 18#trading #stocks #Stock #Trader #StockMarket #StocksToWatch	https://pbs.twimg.com/media/GAvMFryaoAApva5?format=jpg&name=small;https://pbs.twimg.com/profile_images/1326553547329077248/r00f2u8O_mini.jpg;https://pbs.twimg.com/media/F_c8wGeacAA8j9Z?format=jpg&name=240x240;https://pbs.twimg.com/media/F_c8wGibEAAoh8I?format=jpg&name=120x120;https://pbs.twimg.com/media/F_c8wGkbcAAKX5W?format=jpg&name=120x120	https://twitter.com/eyesofmaya/status/1732702891138564386	FALSE				4	4	199.00	19900	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/GoodReturnsIN/status/1732602852919693623	GoodReturns.IN	https://twitter.com/GoodReturnsIN	12/7/23	Stocks To Watch: PFC, Lupin, Rites, Hindustan Zinc, Dr. Reddy’s, BEL, Paytm & MoreRead more at: https://goodreturns.in/news/stocks-to-watch-pfc-lupin-rites-hindustan-zinc-dr-reddy-s-bel-paytm-more-1316571.html…#StockToWatch #StockMarketindia #StocksToBuy #Finance #sharemarket	https://pbs.twimg.com/media/GAtw9H0aEAAHHnG?format=jpg&name=small	https://twitter.com/GoodReturnsIN/status/1732602852919693623	FALSE		2	2	2	2	154.00	15400	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/thetanerdy/status/1731654498660057103	Major, the Theta Nerd	https://twitter.com/thetanerdy	12/4/23	AMD stock and options analysis for December 4th$AMD finally broke the $120 curse, but where is it going now? https://thetanerd.com/amd-analysis-december-4th/…#AMD #stocks #options #trading #finance	https://pbs.twimg.com/card_img/1731654481752850432/PrYQiNE_?format=jpg&name=small	https://twitter.com/thetanerdy/status/1731654498660057103	FALSE	2			4	4	252.00	25200	4.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/SJTradings/status/1731116631231692887	Sandy JadejaReload	https://twitter.com/SJTradings	12/3/23	Stop Chasing The #Money, Let the Money Come to You!		https://twitter.com/SJTradings/status/1731116631231692887	FALSE		2	2	2	2	266.00	26600	4.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/MGStockTalk/status/1732113582307910019	Michael Graham	https://twitter.com/MGStockTalk	12/5/23	Crying myself to sleep tonight $PG. #Stocks #Investing #Dividends #FinTwit #DivTwit	https://pbs.twimg.com/media/GAm0HsBaAAAUYHc?format=jpg&name=small	https://twitter.com/MGStockTalk/status/1732113582307910019	FALSE	3			4	4	501.00	50100	4.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/McCrapal/status/1732349230428381628	RobinTheHoodie	https://twitter.com/McCrapal	12/6/23	UooBot still making me passive income!https://listlink.store/ref562481_vziYou get 30$ to start off!Very generous compound rates!Looks rock solid!#TradingTips #passiveincome #freeusdt #money #makemoneyonline	https://pbs.twimg.com/media/GAqKBdBXYAASFP7?format=png&name=360x360	https://twitter.com/McCrapal/status/1732349230428381628	FALSE	1	2	2	2	2	79.00	7900	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/afaqs/status/1732339164576989253	afaqs!	https://twitter.com/afaqs	12/6/23	.@godrej_capital takes flight with the "Growth Ki Udaan' campaign, unveiling @Nirmaan_GC.More here: https://bit.ly/3t1eY0n#advertising | #marketing | #campaign | #advertisingstrategy | #financialadvisormarketing | #finance | #financeindustry | #banking | #msme | #dvc | #b2b |…	https://pbs.twimg.com/card_img/1732337415191429120/4FZ3tp7X?format=jpg&name=small	https://twitter.com/afaqs/status/1732339164576989253	FALSE		3	3	1	1	149.00	14900	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/thetanerdy/status/1732389341945540904	Major, the Theta Nerd	https://twitter.com/thetanerdy	12/6/23	Another look at #MSFT on December 6th$MSFT looks fantastic for the year but as we pull back from all time highs, what's next for this mega cap? Let's build an edge through data. https://thetanerd.com/msft-december-6th/…#stocks #trading #options #finance	https://pbs.twimg.com/card_img/1732389341173866497/L35Y8Vy-?format=jpg&name=small	https://twitter.com/thetanerdy/status/1732389341945540904	FALSE		1	1	3	3	681.00	68100	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/bolddiscloser/status/1730811164253368335	Bold DiscloserReload	https://twitter.com/bolddiscloser	12/2/23	Watch This To Get Rich ASAP#money #robertkiyosakiquotes #beerbiceps #india #money #business #entrepreneur #success #motivation #bitcoin #love #investment #finance #forex #investing #wealth #trading #cash #cryptocurrency #invest #financialfreedom #lifestyle #rich #millionaire		https://twitter.com/bolddiscloser/status/1730811164253368335	FALSE	4	1	1	3	3	173.00	17300	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/CoinDeveloperIN/status/1731646507328176355	Coin Developer India	https://twitter.com/CoinDeveloperIN	12/4/23	Exciting developments in the world of #blockchain! Learn how #Polygon is revolutionizing #token development with its scalable solutions and fostering innovation in #decentralized #finance. Quick Contact us: +91 7240607737 Website: https://coindeveloperindia.com/polygon-token-development…	https://pbs.twimg.com/media/GAgLIhCWQAIrvWD?format=jpg&name=small	https://twitter.com/CoinDeveloperIN/status/1731646507328176355	FALSE		1	1	3	3	29.00	2900	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/stockmanreal/status/1730763970775065013	stockmanrealReloadstockmanreal	https://twitter.com/stockmanreal	12/2/23	Told everyone to save this tweet$META $NVDA $SPX $NQ $ES $SPY $QQQ $TSLA $AAPL $MSFT $AMC $GME $VIX $SPX $NQ $ES $NVDA $TSLA $AAPL $YN $QQQ $SPY $AMD $GOOGL $MSFT $AMC $GME#blockchain #crypto #cryptocurrency #daytrader #entrepreneur #finance #financialfreedom #invest…	https://pbs.twimg.com/profile_images/1646558731130351616/kn8emqBB_mini.jpg;https://pbs.twimg.com/tweet_video_thumb/F7IqldJWQAAF6ay?format=jpg&name=240x240	https://twitter.com/stockmanreal/status/1730763970775065013	FALSE		1	1	3	3	1.1K	11000	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/ShortpostIn/status/1731939014180061372	shortpost.in	https://twitter.com/ShortpostIn	12/5/23	Former HDFC Executive To Launch Affordable Housing Finance Company - Short Post@abravi1 @Openthemag #Affordable #Finance #HDFC #Housing #Housingfinance #SatrajitBhattacharya #SEBI	https://pbs.twimg.com/card_img/1731935923695431680/zT-AhQiR?format=jpg&name=small	https://twitter.com/ShortpostIn/status/1731939014180061372	FALSE		3	3	1	1	33.00	3300	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/BCVaultOfficial/status/1732039023177449609	BC Vault Crypto Hardware Wallet	https://twitter.com/BCVaultOfficial	12/5/23	"The greatest glory in living lies not in never falling, but in rising every time we fall." http://shop.bc-vault.com Unlock the secret to crypto security with BC Vault 2.00 - the game-changer in cold storage! #eth #bitcoinprice #finance #cryptonews #coinbase #ripple…	https://pbs.twimg.com/media/GAlvoqVb0AAulIk?format=jpg&name=small	https://twitter.com/BCVaultOfficial/status/1732039023177449609	FALSE	1	2	2	2	2	91.00	9100	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/AjaxIfeoluwa/status/1730568065685885242	Tomi-Ajax	https://twitter.com/AjaxIfeoluwa	12/1/23	From surpassing HP goals to gaming adventures and community engagement, it's a journey worth exploring. Plus, there's still time to join the last Hive Power Up event! Dive into @IdkSamad 's year-end reflection on Hive. https://ecency.com/hive-167922/@idksamad78699/the-final-hpud-unveiling-my-yearlong-hive-powerup-saga-myhivegoals2023…#hive #hpud #finance #Crypto	https://pbs.twimg.com/card_img/1730567657169059840/5OreXlzk?format=jpg&name=small	https://twitter.com/AjaxIfeoluwa/status/1730568065685885242	FALSE	2			4	4	57.00	5700	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/Siddharthb9198/status/1732352220384104475	Siddharth Bhatia	https://twitter.com/Siddharthb9198	12/6/23	#QuantPowerVerifiedPnl Reduced the chance of errors based on emotional and psychological factors by human traders Just go with fully automated algo trading software @quant_power #StockMarket #stocks #investing #trading #investment #money #Finance	https://pbs.twimg.com/card_img/1732348831201947648/IR77H9FN?format=jpg&name=small	https://twitter.com/Siddharthb9198/status/1732352220384104475	FALSE		1	1	3	3	43.00	4300	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/cybernewslive/status/1731984259156750387	Cyber News Live	https://twitter.com/cybernewslive	12/5/23	Westpac: if only the technology update slashed interest rates...#cnl #cybernewslive #banking #finance	https://pbs.twimg.com/card_img/1731632577411461121/ryJ01pKE?format=jpg&name=small	https://twitter.com/cybernewslive/status/1731984259156750387	FALSE		2	2	2	2	38.00	3800	4.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/MintoakIndia/status/1730565943183724779	Mintoak	https://twitter.com/MintoakIndia	12/1/23	With our Pay Later module, the worry of clearing dues in person is a thing of the past! Want to learn more about us? Visit https://mintoak.com/products/Mintoak-PayLater…#Mintoak #MintingTheFuture #Fintech #Finance #OmniChannel #DigitalPayments #OnlinePayments #SMEs #MSMEs #Success	https://pbs.twimg.com/media/GAQ0jGaboAAN4R_?format=jpg&name=small	https://twitter.com/MintoakIndia/status/1730565943183724779	FALSE				3	3	16.00	1600	3.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/VinVin553/status/1732419241356525989	Vin SDave Oswald	https://twitter.com/VinVin553	12/6/23	$BLEG $INCC Good initiative by these companies in #carbonzero #SustainableFuture #green direction @AgTechCarbon @BrandedLegacy #InvestmentOpportunity #Finance #WednesdayMotivation	https://pbs.twimg.com/profile_images/1683117590866952193/Iw9jC_Xj_mini.jpg;https://abs-0.twimg.com/emoji/v2/svg/1f914.svg;https://abs-0.twimg.com/emoji/v2/svg/1f3cb-fe0f-200d-2642-fe0f.svg;https://pbs.twimg.com/media/GAl1RxebcAACR0e?format=jpg&name=small	https://twitter.com/VinVin553/status/1732419241356525989	FALSE		1	1	2	2	267.00	26700	3.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/VisualpathEdu/status/1732661323811762427	Visualpath	https://twitter.com/VisualpathEdu	12/7/23	Join Now: https://bit.ly/46SqyINAttend Online Free Demo on Ax (D365) Functional Finance(T&L) by Mr. Satya on 9th DEC @ 09:00 AM ISTCall: +91 9704455959.Visit: https://visualpath.in/ms-dynamics-operations-trade-and-logistics-course.html…#axfunctional #D365 #axfunctionald365 #TradeTools #finance #functional #Dynamics365 #Demo	https://pbs.twimg.com/media/GAul7IsaUAEw3C6?format=jpg&name=small	https://twitter.com/VisualpathEdu/status/1732661323811762427	FALSE		1	1	2	2	12.00	1200	3.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/chart_hacker/status/1732705930138235148	CHART HACKER	https://twitter.com/chart_hacker	12/7/23	#NAGREEKEXPBuy above - 71 Target - 73.85/ 76+Today I found fresh Breakout stock looking good on daily chart high Chan's To Achieve in intraday trading 4% to 7% Target. Strictly apply SL as per your risk management & follow targets.#nifty50 #investing #TradingTips #stocks	https://pbs.twimg.com/media/GAvO2lVXIAAuyU8?format=jpg&name=small	https://twitter.com/chart_hacker/status/1732705930138235148	FALSE				3	3	3.00	300	3.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/kolopay/status/1732354448729518194	KoloPay	https://twitter.com/kolopay	12/6/23	Download the Kolopay App on Google Play or visit http://kolopay.com to get started. You can also find the link in our bio.#kolopay #kolopayapp #finance #fintech #explore	https://pbs.twimg.com/media/GAqPMLSXUAA6wNo?format=jpg&name=small	https://twitter.com/kolopay/status/1732354448729518194	FALSE		1	1	2	2	15.00	1500	3.00
TopPost	#stocks	https://twitter.com/search?q=#stocks&src=typed_query&f=top	https://twitter.com/Breakoutsignal1/status/1732646817798508821	Breakout signals	https://twitter.com/Breakoutsignal1	12/7/23	#RIIL FRESH #BREAKOUT BUYIING TIME WITH SL#Swingtrading #PriceAction #stocks #stockstowatch #trading #StocksToBuy #BREAKOUTSTOCKS #stockmarketsJoin for more Updates https://t.me/BSTradingGr	https://pbs.twimg.com/media/GAuZGR7WYAEeiS5?format=jpg&name=small	https://twitter.com/Breakoutsignal1/status/1732646817798508821	FALSE				3	3	330.00	33000	3.00
TopPost	#finance	https://twitter.com/search?q=#finance&src=typed_query&f=top	https://twitter.com/VitaliiTrade/status/1732702402904563921	Vitalii I.	https://twitter.com/VitaliiTrade	12/7/23	Sort code in the UK and IrelandIn the United Kingdom and Ireland, the sort code is a mandatory bank detail. This six-digit code (XX-XX-XX) identifies specific branches and plays a vital role in automating payment routing. #Finance #cryptocurrency #CryptoNews	https://pbs.twimg.com/media/GAvLWnuXkAATORq?format=jpg&name=small	https://twitter.com/VitaliiTrade/status/1732702402904563921	FALSE	1			2	2	5.00	500	2.00
TopPost	#money	https://twitter.com/search?q=#money&src=typed_query&f=top	https://twitter.com/LaLALIS05479064/status/1732696045891498073	Lis	https://twitter.com/LaLALIS05479064	12/7/23	Lilies if we work hard Lisa can become the first Kpop soloist to reach one billion on YouTube with the dance performance of MONEY. We're far from Solo's views but Money's views are growing faster, so let's give it our all!#LISA #LALISA #MONEY		https://twitter.com/LaLALIS05479064/status/1732696045891498073	FALSE				2	2	125.00	12500	2.00
